date,year,month,week,daylight,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Tmax_wkly,Tmin_wkly,Tavg_wkly,Depart_wkly,DewPoint_wkly,WetBulb_wkly,PrecipTotal_wkly,StnPressure_wkly,SeaLevel_wkly,ResultSpeed_wkly,ResultDir_wkly,AvgSpeed_wkly,Tmax_wkly_lag7,Tmin_wkly_lag7,Tavg_wkly_lag7,Depart_wkly_lag7,DewPoint_wkly_lag7,WetBulb_wkly_lag7,PrecipTotal_wkly_lag7,StnPressure_wkly_lag7,SeaLevel_wkly_lag7,ResultSpeed_wkly_lag7,ResultDir_wkly_lag7,AvgSpeed_wkly_lag7,Tmax_wkly_lag14,Tmin_wkly_lag14,Tavg_wkly_lag14,Depart_wkly_lag14,DewPoint_wkly_lag14,WetBulb_wkly_lag14,PrecipTotal_wkly_lag14,StnPressure_wkly_lag14,SeaLevel_wkly_lag14,ResultSpeed_wkly_lag14,ResultDir_wkly_lag14,AvgSpeed_wkly_lag14,Tmax_wkly_lag21,Tmin_wkly_lag21,Tavg_wkly_lag21,Depart_wkly_lag21,DewPoint_wkly_lag21,WetBulb_wkly_lag21,PrecipTotal_wkly_lag21,StnPressure_wkly_lag21,SeaLevel_wkly_lag21,ResultSpeed_wkly_lag21,ResultDir_wkly_lag21,AvgSpeed_wkly_lag21,Station
2007-06-23,2007,6,25,0 days 15:14:00.000000000,68,61,65,-5,60,62,0.34,29.28,29.95,7.3,11,8.1,80.57142857142857,64.14285714285714,72.71428571428571,2.857142857142857,56.42857142857143,63.285714285714285,0.13142857142857145,29.274285714285725,29.991428571428568,7.74285714285715,15.285714285714286,9.999999999999991,87.14285714285714,61.142857142857146,74.42857142857143,6.571428571428571,53.857142857142854,62.42857142857143,9.169252658734552e-18,29.341428571428587,30.055714285714288,5.67142857142858,11.0,6.771428571428564,76.42857142857143,55.857142857142854,66.42857142857143,1.1428571428571428,53.714285714285715,59.42857142857143,0.11857142857142858,29.02714285714287,29.735714285714284,8.985714285714295,22.714285714285715,11.04285714285714,81.85714285714286,60.714285714285715,71.57142857142857,8.0,56.714285714285715,62.857142857142854,0.04,29.281428571428584,30.00571428571428,7.11428571428572,18.714285714285715,7.942857142857141,2
2007-06-24,2007,6,25,0 days 15:14:00.000000000,75,65,70,-1,62,65,0.0,29.33,29.96,5.6,10,6.0,78.57142857142857,63.142857142857146,71.14285714285714,1.0,56.142857142857146,62.57142857142857,0.13142857142857145,29.27857142857144,29.994285714285713,8.34285714285715,15.0,10.242857142857135,88.57142857142857,63.285714285714285,76.28571428571429,8.142857142857142,55.714285714285715,64.0,9.169252658734552e-18,29.325714285714298,30.041428571428572,5.385714285714294,10.142857142857142,6.871428571428564,76.85714285714286,54.857142857142854,66.14285714285714,0.42857142857142855,52.42857142857143,58.857142857142854,0.11714285714285715,29.101428571428585,29.805714285714284,8.928571428571436,21.571428571428573,10.88571428571428,82.28571428571429,61.42857142857143,72.14285714285714,8.285714285714286,58.57142857142857,63.857142857142854,0.03571428571428572,29.207142857142866,29.93428571428571,6.585714285714292,18.571428571428573,7.542857142857142,2
2007-06-25,2007,6,26,0 days 15:14:00.000000000,86,67,77,6,67,70,0.0,29.44,30.06,4.0,12,5.9,78.57142857142857,62.57142857142857,70.85714285714286,0.5714285714285714,56.285714285714285,62.57142857142857,0.09142857142857144,29.315714285714296,30.027142857142852,6.9000000000000075,14.142857142857142,9.057142857142848,89.0,64.85714285714286,77.28571428571429,8.714285714285714,57.57142857142857,65.28571428571429,0.040000000000000015,29.284285714285726,30.002857142857142,6.685714285714295,11.428571428571429,8.042857142857136,79.0,54.857142857142854,67.14285714285714,1.0,51.57142857142857,59.0,0.06142857142857144,29.1857142857143,29.889999999999997,8.514285714285723,18.714285714285715,10.48571428571428,81.14285714285714,62.57142857142857,72.14285714285714,8.142857142857142,60.142857142857146,64.42857142857143,0.09142857142857144,29.120000000000008,29.84428571428571,7.0142857142857205,21.571428571428573,8.171428571428569,2
2007-06-26,2007,6,26,0 days 15:13:00.000000000,91,73,82,11,69,72,0.0,29.45,30.09,7.3,21,8.1,80.28571428571429,63.285714285714285,72.0,1.5714285714285714,58.285714285714285,63.857142857142854,0.03142857142857146,29.334285714285727,30.049999999999994,6.242857142857152,13.285714285714286,8.442857142857134,88.57142857142857,65.28571428571429,77.28571428571429,8.428571428571429,58.285714285714285,65.71428571428571,0.12285714285714287,29.25857142857144,29.97285714285714,7.028571428571437,14.714285714285714,8.414285714285707,81.71428571428571,57.0,69.57142857142857,3.0,51.857142857142854,60.285714285714285,0.0014285714285714377,29.23428571428573,29.942857142857143,8.957142857142866,18.714285714285715,10.657142857142853,77.71428571428571,60.714285714285715,69.57142857142857,5.428571428571429,58.714285714285715,62.42857142857143,0.15142857142857144,29.07857142857144,29.798571428571424,6.928571428571436,19.714285714285715,8.328571428571426,2
2007-06-27,2007,6,26,0 days 15:13:00.000000000,89,71,80,9,69,72,0.35,29.36,30.0,7.9,24,8.5,81.28571428571429,64.71428571428571,73.14285714285714,2.5714285714285716,60.857142857142854,65.42857142857143,0.05285714285714289,29.32000000000001,30.038571428571426,6.200000000000009,12.857142857142858,8.442857142857136,88.14285714285714,65.42857142857143,77.14285714285714,8.0,58.142857142857146,65.57142857142857,0.12285714285714287,29.262857142857154,29.97428571428571,7.114285714285722,17.857142857142858,8.442857142857134,84.0,59.285714285714285,71.85714285714286,5.0,52.57142857142857,61.285714285714285,9.169252658734552e-18,29.275714285714304,29.982857142857142,8.442857142857152,17.0,10.257142857142851,75.42857142857143,57.57142857142857,66.85714285714286,2.4285714285714284,57.285714285714285,61.0,0.15285714285714286,29.044285714285724,29.765714285714285,7.000000000000008,19.428571428571427,8.442857142857141,2
2007-06-28,2007,6,26,0 days 15:12:00.000000000,73,61,67,-4,56,61,0.0,29.43,30.07,12.2,2,13.3,80.85714285714286,64.28571428571429,72.71428571428571,2.0,61.42857142857143,65.42857142857143,0.051428571428571455,29.327142857142867,30.039999999999996,7.400000000000008,12.857142857142858,8.699999999999992,86.42857142857143,65.0,76.0,6.571428571428571,57.57142857142857,65.0,0.1242857142857143,29.271428571428583,29.98285714285714,6.814285714285722,17.571428571428573,8.999999999999991,83.71428571428571,58.285714285714285,71.28571428571429,4.142857142857143,51.57142857142857,60.57142857142857,9.169252658734552e-18,29.34142857142859,30.05,6.000000000000008,14.857142857142858,7.928571428571422,77.28571428571429,58.42857142857143,68.14285714285714,3.4285714285714284,57.42857142857143,61.57142857142857,0.15142857142857144,28.98142857142858,29.701428571428572,8.914285714285723,19.571428571428573,10.328571428571426,2
2007-06-29,2007,6,26,0 days 15:12:00.000000000,71,56,64,-7,56,60,0.0,29.47,30.11,7.4,2,8.2,80.0,63.57142857142857,71.85714285714286,1.0,62.142857142857146,65.57142857142857,0.051428571428571455,29.338571428571438,30.049999999999994,7.371428571428581,12.285714285714286,8.642857142857135,84.28571428571429,64.71428571428571,74.85714285714286,5.142857142857143,56.714285714285715,64.14285714285714,0.1242857142857143,29.27857142857144,29.992857142857137,7.34285714285715,17.571428571428573,9.542857142857134,85.14285714285714,59.142857142857146,72.42857142857143,5.0,52.0,61.0,9.169252658734552e-18,29.355714285714303,30.07,5.028571428571437,11.714285714285714,6.65714285714285,76.71428571428571,57.714285714285715,67.42857142857143,2.4285714285714284,56.0,60.857142857142854,0.1242857142857143,28.98000000000001,29.692857142857143,9.87142857142858,21.142857142857142,11.385714285714283,2
2007-06-30,2007,6,26,0 days 15:12:00.000000000,77,58,68,-4,49,58,0.0,29.46,30.11,5.1,4,6.2,81.71428571428571,62.42857142857143,72.14285714285714,1.0,60.42857142857143,64.85714285714286,0.04428571428571432,29.364285714285725,30.074285714285708,6.985714285714295,11.0,8.185714285714278,80.57142857142857,64.14285714285714,72.71428571428571,2.857142857142857,56.42857142857143,63.285714285714285,0.13142857142857145,29.274285714285725,29.991428571428568,7.74285714285715,15.285714285714286,9.999999999999991,87.14285714285714,61.142857142857146,74.42857142857143,6.571428571428571,53.857142857142854,62.42857142857143,9.169252658734552e-18,29.341428571428587,30.055714285714288,5.67142857142858,11.0,6.771428571428564,76.42857142857143,55.857142857142854,66.42857142857143,1.1428571428571428,53.714285714285715,59.42857142857143,0.11857142857142858,29.02714285714287,29.735714285714284,8.985714285714295,22.714285714285715,11.04285714285714,2
2007-07-01,2007,7,26,0 days 15:11:00.000000000,76,61,69,-3,51,59,0.0,29.56,30.21,9.5,4,9.7,81.42857142857143,61.142857142857146,71.42857142857143,0.14285714285714285,59.0,63.857142857142854,0.04428571428571432,29.40000000000001,30.111428571428565,7.214285714285723,10.285714285714286,8.271428571428562,78.57142857142857,63.142857142857146,71.14285714285714,1.0,56.142857142857146,62.57142857142857,0.13142857142857145,29.27857142857144,29.994285714285713,8.34285714285715,15.0,10.242857142857135,88.57142857142857,63.285714285714285,76.28571428571429,8.142857142857142,55.714285714285715,64.0,9.169252658734552e-18,29.325714285714298,30.041428571428572,5.385714285714294,10.142857142857142,6.871428571428564,76.85714285714286,54.857142857142854,66.14285714285714,0.42857142857142855,52.42857142857143,58.857142857142854,0.11714285714285715,29.101428571428585,29.805714285714284,8.928571428571436,21.571428571428573,10.88571428571428,2
2007-07-02,2007,7,27,0 days 15:11:00.000000000,77,58,68,-4,50,59,0.0,29.55,30.21,7.4,12,8.5,80.0,59.42857142857143,69.85714285714286,-1.5714285714285714,56.714285714285715,62.142857142857146,0.04428571428571432,29.415714285714298,30.132857142857137,7.500000000000009,10.285714285714286,8.457142857142847,78.57142857142857,62.57142857142857,70.85714285714286,0.5714285714285714,56.285714285714285,62.57142857142857,0.09142857142857144,29.315714285714296,30.027142857142852,6.9000000000000075,14.142857142857142,9.057142857142848,89.0,64.85714285714286,77.28571428571429,8.714285714285714,57.57142857142857,65.28571428571429,0.040000000000000015,29.284285714285726,30.002857142857142,6.685714285714295,11.428571428571429,8.042857142857136,79.0,54.857142857142854,67.14285714285714,1.0,51.57142857142857,59.0,0.06142857142857144,29.1857142857143,29.889999999999997,8.514285714285723,18.714285714285715,10.48571428571428,2
2007-07-03,2007,7,27,0 days 15:10:00.000000000,83,63,73,1,56,63,0.09,29.38,30.05,6.4,21,7.4,78.71428571428571,58.0,68.57142857142857,-3.0,55.0,60.857142857142854,0.0785714285714286,29.404285714285727,30.125714285714277,7.585714285714295,10.142857142857142,8.485714285714275,80.28571428571429,63.285714285714285,72.0,1.5714285714285714,58.285714285714285,63.857142857142854,0.03142857142857146,29.334285714285727,30.049999999999994,6.242857142857152,13.285714285714286,8.442857142857134,88.57142857142857,65.28571428571429,77.28571428571429,8.428571428571429,58.285714285714285,65.71428571428571,0.12285714285714287,29.25857142857144,29.97285714285714,7.028571428571437,14.714285714285714,8.414285714285707,81.71428571428571,57.0,69.57142857142857,3.0,51.857142857142854,60.285714285714285,0.0014285714285714377,29.23428571428573,29.942857142857143,8.957142857142866,18.714285714285715,10.657142857142853,2
2007-07-04,2007,7,27,0 days 15:08:00.000000000,84,67,76,4,65,69,0.66,29.23,29.88,3.1,25,8.8,78.0,57.42857142857143,68.0,-3.7142857142857144,54.285714285714285,60.42857142857143,0.08000000000000003,29.388571428571446,30.10857142857142,7.171428571428581,10.571428571428571,8.39999999999999,81.28571428571429,64.71428571428571,73.14285714285714,2.5714285714285716,60.857142857142854,65.42857142857143,0.05285714285714289,29.32000000000001,30.038571428571426,6.200000000000009,12.857142857142858,8.442857142857136,88.14285714285714,65.42857142857143,77.14285714285714,8.0,58.142857142857146,65.57142857142857,0.12285714285714287,29.262857142857154,29.97428571428571,7.114285714285722,17.857142857142858,8.442857142857134,84.0,59.285714285714285,71.85714285714286,5.0,52.57142857142857,61.285714285714285,9.169252658734552e-18,29.275714285714304,29.982857142857142,8.442857142857152,17.0,10.257142857142851,2
2007-07-05,2007,7,27,0 days 15:08:00.000000000,88,70,79,7,60,67,0.0,29.29,29.92,4.3,33,6.9,80.14285714285714,59.285714285714285,70.0,-1.8571428571428572,55.0,61.42857142857143,0.08000000000000003,29.36428571428573,30.087142857142847,6.385714285714295,14.571428571428571,7.77142857142856,80.85714285714286,64.28571428571429,72.71428571428571,2.0,61.42857142857143,65.42857142857143,0.051428571428571455,29.327142857142867,30.039999999999996,7.400000000000008,12.857142857142858,8.699999999999992,86.42857142857143,65.0,76.0,6.571428571428571,57.57142857142857,65.0,0.1242857142857143,29.271428571428583,29.98285714285714,6.814285714285722,17.571428571428573,8.999999999999991,83.71428571428571,58.285714285714285,71.28571428571429,4.142857142857143,51.57142857142857,60.57142857142857,9.169252658734552e-18,29.34142857142859,30.05,6.000000000000008,14.857142857142858,7.928571428571422,2
2007-07-06,2007,7,27,0 days 15:07:00.000000000,84,68,76,4,57,65,0.0,29.38,30.01,3.3,7,5.5,82.42857142857143,60.714285714285715,71.85714285714286,-0.14285714285714285,55.285714285714285,62.142857142857146,0.08000000000000003,29.35142857142859,30.072857142857135,5.757142857142867,15.0,7.37142857142856,80.0,63.57142857142857,71.85714285714286,1.0,62.142857142857146,65.57142857142857,0.051428571428571455,29.338571428571438,30.049999999999994,7.371428571428581,12.285714285714286,8.642857142857135,84.28571428571429,64.71428571428571,74.85714285714286,5.142857142857143,56.714285714285715,64.14285714285714,0.1242857142857143,29.27857142857144,29.992857142857137,7.34285714285715,17.571428571428573,9.542857142857134,85.14285714285714,59.142857142857146,72.42857142857143,5.0,52.0,61.0,9.169252658734552e-18,29.355714285714303,30.07,5.028571428571437,11.714285714285714,6.65714285714285,2
2007-07-07,2007,7,27,0 days 15:07:00.000000000,88,68,78,6,62,68,0.0,29.24,29.9,7.4,23,8.1,84.0,62.142857142857146,73.28571428571429,1.2857142857142858,57.714285714285715,64.0,0.08000000000000003,29.31857142857145,30.04142857142856,6.257142857142867,17.714285714285715,7.771428571428561,81.71428571428571,62.42857142857143,72.14285714285714,1.0,60.42857142857143,64.85714285714286,0.04428571428571432,29.364285714285725,30.074285714285708,6.985714285714295,11.0,8.185714285714278,80.57142857142857,64.14285714285714,72.71428571428571,2.857142857142857,56.42857142857143,63.285714285714285,0.13142857142857145,29.274285714285725,29.991428571428568,7.74285714285715,15.285714285714286,9.999999999999991,87.14285714285714,61.142857142857146,74.42857142857143,6.571428571428571,53.857142857142854,62.42857142857143,9.169252658734552e-18,29.341428571428587,30.055714285714288,5.67142857142858,11.0,6.771428571428564,2
2007-07-08,2007,7,27,0 days 15:05:00.000000000,93,75,84,11,67,72,0.0,29.12,29.76,12.6,23,12.7,86.71428571428571,65.14285714285714,76.14285714285714,4.0,59.857142857142854,66.0,0.08000000000000003,29.252857142857163,29.97571428571428,6.871428571428581,20.571428571428573,8.414285714285704,81.42857142857143,61.142857142857146,71.42857142857143,0.14285714285714285,59.0,63.857142857142854,0.04428571428571432,29.40000000000001,30.111428571428565,7.214285714285723,10.285714285714286,8.271428571428562,78.57142857142857,63.142857142857146,71.14285714285714,1.0,56.142857142857146,62.57142857142857,0.13142857142857145,29.27857142857144,29.994285714285713,8.34285714285715,15.0,10.242857142857135,88.57142857142857,63.285714285714285,76.28571428571429,8.142857142857142,55.714285714285715,64.0,9.169252658734552e-18,29.325714285714298,30.041428571428572,5.385714285714294,10.142857142857142,6.871428571428564,2
2007-07-09,2007,7,28,0 days 15:04:00.000000000,93,72,83,10,67,71,0.24,29.16,29.79,4.8,23,8.8,88.85714285714286,67.57142857142857,78.42857142857143,6.142857142857143,62.142857142857146,67.71428571428571,0.12285714285714287,29.19857142857145,29.91571428571428,6.7285714285714375,22.0,8.514285714285704,80.0,59.42857142857143,69.85714285714286,-1.5714285714285714,56.714285714285715,62.142857142857146,0.04428571428571432,29.415714285714298,30.132857142857137,7.500000000000009,10.285714285714286,8.457142857142847,78.57142857142857,62.57142857142857,70.85714285714286,0.5714285714285714,56.285714285714285,62.57142857142857,0.09142857142857144,29.315714285714296,30.027142857142852,6.9000000000000075,14.142857142857142,9.057142857142848,89.0,64.85714285714286,77.28571428571429,8.714285714285714,57.57142857142857,65.28571428571429,0.040000000000000015,29.284285714285726,30.002857142857142,6.685714285714295,11.428571428571429,8.042857142857136,2
2007-07-10,2007,7,28,0 days 15:04:00.000000000,89,70,80,7,67,71,0.08,29.13,29.76,8.2,23,10.2,89.71428571428571,68.85714285714286,79.42857142857143,7.0,63.57142857142857,68.71428571428571,0.12714285714285714,29.162857142857167,29.874285714285712,7.000000000000009,22.285714285714285,8.971428571428563,78.71428571428571,58.0,68.57142857142857,-3.0,55.0,60.857142857142854,0.0785714285714286,29.404285714285727,30.125714285714277,7.585714285714295,10.142857142857142,8.485714285714275,80.28571428571429,63.285714285714285,72.0,1.5714285714285714,58.285714285714285,63.857142857142854,0.03142857142857146,29.334285714285727,30.049999999999994,6.242857142857152,13.285714285714286,8.442857142857134,88.57142857142857,65.28571428571429,77.28571428571429,8.428571428571429,58.285714285714285,65.71428571428571,0.12285714285714287,29.25857142857144,29.97285714285714,7.028571428571437,14.714285714285714,8.414285714285707,2
2007-07-11,2007,7,28,0 days 15:02:00.000000000,77,63,70,-3,51,59,0.0,29.28,29.92,9.1,30,11.2,88.42857142857143,68.14285714285714,78.42857142857143,5.857142857142857,61.57142857142857,67.28571428571429,0.10428571428571429,29.17000000000002,29.878571428571426,7.600000000000009,22.714285714285715,9.357142857142849,78.0,57.42857142857143,68.0,-3.7142857142857144,54.285714285714285,60.42857142857143,0.08000000000000003,29.388571428571446,30.10857142857142,7.171428571428581,10.571428571428571,8.39999999999999,81.28571428571429,64.71428571428571,73.14285714285714,2.5714285714285716,60.857142857142854,65.42857142857143,0.05285714285714289,29.32000000000001,30.038571428571426,6.200000000000009,12.857142857142858,8.442857142857136,88.14285714285714,65.42857142857143,77.14285714285714,8.0,58.142857142857146,65.57142857142857,0.12285714285714287,29.262857142857154,29.97428571428571,7.114285714285722,17.857142857142858,8.442857142857134,2
2007-07-12,2007,7,28,0 days 15:01:00.000000000,80,60,70,-3,51,60,0.0,29.28,29.92,10.0,28,11.4,87.14285714285714,66.71428571428571,77.14285714285714,4.428571428571429,60.285714285714285,66.14285714285714,0.10428571428571429,29.167142857142874,29.877142857142854,8.028571428571437,22.428571428571427,9.785714285714278,80.14285714285714,59.285714285714285,70.0,-1.8571428571428572,55.0,61.42857142857143,0.08000000000000003,29.36428571428573,30.087142857142847,6.385714285714295,14.571428571428571,7.77142857142856,80.85714285714286,64.28571428571429,72.71428571428571,2.0,61.42857142857143,65.42857142857143,0.051428571428571455,29.327142857142867,30.039999999999996,7.400000000000008,12.857142857142858,8.699999999999992,86.42857142857143,65.0,76.0,6.571428571428571,57.57142857142857,65.0,0.1242857142857143,29.271428571428583,29.98285714285714,6.814285714285722,17.571428571428573,8.999999999999991,2
2007-07-13,2007,7,28,0 days 14:59:00.000000000,74,59,67,-6,53,59,0.0,29.33,29.98,2.0,7,5.8,86.0,65.57142857142857,76.0,3.142857142857143,59.57142857142857,65.28571428571429,0.10428571428571429,29.158571428571445,29.869999999999997,7.77142857142858,21.857142857142858,9.75714285714285,82.42857142857143,60.714285714285715,71.85714285714286,-0.14285714285714285,55.285714285714285,62.142857142857146,0.08000000000000003,29.35142857142859,30.072857142857135,5.757142857142867,15.0,7.37142857142856,80.0,63.57142857142857,71.85714285714286,1.0,62.142857142857146,65.57142857142857,0.051428571428571455,29.338571428571438,30.049999999999994,7.371428571428581,12.285714285714286,8.642857142857135,84.28571428571429,64.71428571428571,74.85714285714286,5.142857142857143,56.714285714285715,64.14285714285714,0.1242857142857143,29.27857142857144,29.992857142857137,7.34285714285715,17.571428571428573,9.542857142857134,2
2007-07-14,2007,7,28,0 days 14:59:00.000000000,85,62,74,1,55,62,0.0,29.14,29.79,8.4,25,13.9,85.14285714285714,65.14285714285714,75.42857142857143,2.4285714285714284,58.42857142857143,64.28571428571429,0.10428571428571429,29.14428571428573,29.85285714285714,7.757142857142866,22.428571428571427,10.414285714285707,84.0,62.142857142857146,73.28571428571429,1.2857142857142858,57.714285714285715,64.0,0.08000000000000003,29.31857142857145,30.04142857142856,6.257142857142867,17.714285714285715,7.771428571428561,81.71428571428571,62.42857142857143,72.14285714285714,1.0,60.42857142857143,64.85714285714286,0.04428571428571432,29.364285714285725,30.074285714285708,6.985714285714295,11.0,8.185714285714278,80.57142857142857,64.14285714285714,72.71428571428571,2.857142857142857,56.42857142857143,63.285714285714285,0.13142857142857145,29.274285714285725,29.991428571428568,7.74285714285715,15.285714285714286,9.999999999999991,2
2007-07-15,2007,7,28,0 days 14:57:00.000000000,80,64,72,-2,52,61,0.0,29.25,29.88,1.2,9,6.5,83.42857142857143,63.0,73.42857142857143,0.2857142857142857,56.42857142857143,62.714285714285715,0.10428571428571429,29.16428571428573,29.869999999999994,6.214285714285723,23.142857142857142,9.242857142857137,86.71428571428571,65.14285714285714,76.14285714285714,4.0,59.857142857142854,66.0,0.08000000000000003,29.252857142857163,29.97571428571428,6.871428571428581,20.571428571428573,8.414285714285704,81.42857142857143,61.142857142857146,71.42857142857143,0.14285714285714285,59.0,63.857142857142854,0.04428571428571432,29.40000000000001,30.111428571428565,7.214285714285723,10.285714285714286,8.271428571428562,78.57142857142857,63.142857142857146,71.14285714285714,1.0,56.142857142857146,62.57142857142857,0.13142857142857145,29.27857142857144,29.994285714285713,8.34285714285715,15.0,10.242857142857135,2
2007-07-16,2007,7,29,0 days 14:55:00.000000000,82,66,74,0,60,65,0.07,29.31,29.94,5.6,23,6.6,81.71428571428571,62.285714285714285,72.28571428571429,-1.0,55.57142857142857,62.0,0.11714285714285715,29.184285714285725,29.892857142857135,6.142857142857152,23.142857142857142,8.728571428571424,88.85714285714286,67.57142857142857,78.42857142857143,6.142857142857143,62.142857142857146,67.71428571428571,0.12285714285714287,29.19857142857145,29.91571428571428,6.7285714285714375,22.0,8.514285714285704,80.0,59.42857142857143,69.85714285714286,-1.5714285714285714,56.714285714285715,62.142857142857146,0.04428571428571432,29.415714285714298,30.132857142857137,7.500000000000009,10.285714285714286,8.457142857142847,78.57142857142857,62.57142857142857,70.85714285714286,0.5714285714285714,56.285714285714285,62.57142857142857,0.09142857142857144,29.315714285714296,30.027142857142852,6.9000000000000075,14.142857142857142,9.057142857142848,2
2007-07-17,2007,7,29,0 days 14:54:00.000000000,83,69,76,2,65,69,0.11,29.24,29.89,6.3,23,7.4,80.85714285714286,62.142857142857146,71.85714285714286,-1.5714285714285714,55.42857142857143,61.857142857142854,0.07142857142857142,29.201428571428583,29.911428571428562,5.657142857142866,23.142857142857142,8.157142857142853,89.71428571428571,68.85714285714286,79.42857142857143,7.0,63.57142857142857,68.71428571428571,0.12714285714285714,29.162857142857167,29.874285714285712,7.000000000000009,22.285714285714285,8.971428571428563,78.71428571428571,58.0,68.57142857142857,-3.0,55.0,60.857142857142854,0.0785714285714286,29.404285714285727,30.125714285714277,7.585714285714295,10.142857142857142,8.485714285714275,80.28571428571429,63.285714285714285,72.0,1.5714285714285714,58.285714285714285,63.857142857142854,0.03142857142857146,29.334285714285727,30.049999999999994,6.242857142857152,13.285714285714286,8.442857142857134,2
2007-07-18,2007,7,29,0 days 14:52:00.000000000,85,69,77,3,69,71,0.92,29.18,29.83,10.3,24,10.6,82.0,63.142857142857146,72.85714285714286,-0.7142857142857143,57.857142857142854,63.57142857142857,0.2928571428571428,29.18428571428573,29.89857142857142,5.700000000000009,22.285714285714285,8.042857142857137,88.42857142857143,68.14285714285714,78.42857142857143,5.857142857142857,61.57142857142857,67.28571428571429,0.10428571428571429,29.17000000000002,29.878571428571426,7.600000000000009,22.714285714285715,9.357142857142849,78.0,57.42857142857143,68.0,-3.7142857142857144,54.285714285714285,60.42857142857143,0.08000000000000003,29.388571428571446,30.10857142857142,7.171428571428581,10.571428571428571,8.39999999999999,81.28571428571429,64.71428571428571,73.14285714285714,2.5714285714285716,60.857142857142854,65.42857142857143,0.05285714285714289,29.32000000000001,30.038571428571426,6.200000000000009,12.857142857142858,8.442857142857136,2
2007-07-19,2007,7,29,0 days 14:50:00.000000000,82,63,73,-1,62,66,0.01,29.26,29.88,7.7,36,14.4,82.42857142857143,63.42857142857143,73.14285714285714,-0.5714285714285714,59.57142857142857,64.57142857142857,0.3157142857142857,29.18285714285716,29.894285714285704,5.3571428571428665,18.285714285714285,8.157142857142851,87.14285714285714,66.71428571428571,77.14285714285714,4.428571428571429,60.285714285714285,66.14285714285714,0.10428571428571429,29.167142857142874,29.877142857142854,8.028571428571437,22.428571428571427,9.785714285714278,80.14285714285714,59.285714285714285,70.0,-1.8571428571428572,55.0,61.42857142857143,0.08000000000000003,29.36428571428573,30.087142857142847,6.385714285714295,14.571428571428571,7.77142857142856,80.85714285714286,64.28571428571429,72.71428571428571,2.0,61.42857142857143,65.42857142857143,0.051428571428571455,29.327142857142867,30.039999999999996,7.400000000000008,12.857142857142858,8.699999999999992,2
2007-07-20,2007,7,29,0 days 14:50:00.000000000,74,62,68,-6,52,59,0.0,29.49,30.12,11.3,4,11.5,82.0,63.42857142857143,73.0,-0.8571428571428571,59.714285714285715,64.71428571428571,0.3157142857142857,29.208571428571446,29.917142857142846,6.385714285714295,18.571428571428573,8.699999999999994,86.0,65.57142857142857,76.0,3.142857142857143,59.57142857142857,65.28571428571429,0.10428571428571429,29.158571428571445,29.869999999999997,7.77142857142858,21.857142857142858,9.75714285714285,82.42857142857143,60.714285714285715,71.85714285714286,-0.14285714285714285,55.285714285714285,62.142857142857146,0.08000000000000003,29.35142857142859,30.072857142857135,5.757142857142867,15.0,7.37142857142856,80.0,63.57142857142857,71.85714285714286,1.0,62.142857142857146,65.57142857142857,0.051428571428571455,29.338571428571438,30.049999999999994,7.371428571428581,12.285714285714286,8.642857142857135,2
2007-07-21,2007,7,29,0 days 14:48:00.000000000,75,58,67,-7,52,59,0.0,29.57,30.21,5.8,4,7.4,80.57142857142857,63.0,72.0,-2.0,59.285714285714285,64.14285714285714,0.3157142857142857,29.270000000000014,29.97857142857142,6.128571428571438,15.285714285714286,7.871428571428567,85.14285714285714,65.14285714285714,75.42857142857143,2.4285714285714284,58.42857142857143,64.28571428571429,0.10428571428571429,29.14428571428573,29.85285714285714,7.757142857142866,22.428571428571427,10.414285714285707,84.0,62.142857142857146,73.28571428571429,1.2857142857142858,57.714285714285715,64.0,0.08000000000000003,29.31857142857145,30.04142857142856,6.257142857142867,17.714285714285715,7.771428571428561,81.71428571428571,62.42857142857143,72.14285714285714,1.0,60.42857142857143,64.85714285714286,0.04428571428571432,29.364285714285725,30.074285714285708,6.985714285714295,11.0,8.185714285714278,2
2007-07-22,2007,7,29,0 days 14:46:00.000000000,81,61,71,-3,54,61,0.0,29.54,30.2,1.9,18,3.5,80.42857142857143,62.714285714285715,71.85714285714286,-2.142857142857143,59.57142857142857,64.14285714285714,0.3157142857142857,29.31285714285716,30.024285714285707,6.071428571428581,13.428571428571429,7.642857142857138,83.42857142857143,63.0,73.42857142857143,0.2857142857142857,56.42857142857143,62.714285714285715,0.10428571428571429,29.16428571428573,29.869999999999994,6.214285714285723,23.142857142857142,9.242857142857137,86.71428571428571,65.14285714285714,76.14285714285714,4.0,59.857142857142854,66.0,0.08000000000000003,29.252857142857163,29.97571428571428,6.871428571428581,20.571428571428573,8.414285714285704,81.42857142857143,61.142857142857146,71.42857142857143,0.14285714285714285,59.0,63.857142857142854,0.04428571428571432,29.40000000000001,30.111428571428565,7.214285714285723,10.285714285714286,8.271428571428562,2
